analysis,n1_male,n2_female,N,U1_male,U2_female,U_reported,Z_statistic,p_value,effect_size_r,decision
Safety: Road Accidents,214,105,319,10860.0,11610.0,10860.0,-0.4975,0.618829,0.0279,Fail to reject H₀ (p = 0.618829 ≥ α = 0.05). No statistically significant difference between Male and Female.
