analysis,n1_male,n2_female,N,U1_male,U2_female,U_reported,Z_statistic,p_value,effect_size_r,decision
Safety: Harassment/Security,214,105,319,9399.5,13070.5,9399.5,-2.4409,0.014651,0.1367,Reject H₀ (p = 0.014651 < α = 0.05). Statistically significant difference between Male and Female.
