,analysis,row_variable,col_variable,n_total,chi2_statistic,degrees_of_freedom,p_value,cramers_v,effect_size_label,cells_total,cells_below_5,pct_cells_below_5,assumption_met,test_used,decision,monte_carlo_permutation_p
0,"Table 4.X: Travel Behaviour During Heavy Rain by Primary Mode (n, row %)",Primary Mode x Heavy Rain Behaviour (Row),Primary Mode x Heavy Rain Behaviour (Col),319,191.3149,9,0.0,0.4385,large,16,5,31.2,False,Fisher-Freeman-Halton Exact Test or Monte Carlo simulation (assumptions violated),Reject H₀ (p = 0.0000 < α = 0.05). There is sufficient evidence to conclude a statistically significant association between the two variables.,1e-05
