,analysis,row_variable,col_variable,n_total,chi2_statistic,degrees_of_freedom,p_value,cramers_v,effect_size_label,cells_total,cells_below_5,pct_cells_below_5,assumption_met,test_used,decision,monte_carlo_ffh_p
0,"Table 4.5: Primary Travel Mode by Trip Purpose (n, row %)",Trip Purpose x Primary Mode (Row),Trip Purpose x Primary Mode (Col),319,7.3555,6,0.289216,0.0459,negligible,12,8,66.7,False,Fisher-Freeman-Halton Exact Test or Monte Carlo simulation (assumptions violated),Fail to reject H₀ (p = 0.2672 ≥ α = 0.05). There is insufficient evidence of a statistically significant association between the two variables.,0.26723
