analysis,n1_male,n2_female,N,U1_male,U2_female,U_reported,Z_statistic,p_value,effect_size_r,decision
Reliability,214,105,319,10129.5,12340.5,10129.5,-1.4672,0.142314,0.0821,Fail to reject H₀ (p = 0.142314 ≥ α = 0.05). No statistically significant difference between Male and Female.
