analysis,n1_male,n2_female,N,U1_male,U2_female,U_reported,Z_statistic,p_value,effect_size_r,decision
Comfort,214,105,319,11471.0,10999.0,10999.0,-0.315,0.75273,0.0176,Fail to reject H₀ (p = 0.752730 ≥ α = 0.05). No statistically significant difference between Male and Female.
