,analysis,row_variable,col_variable,n_total,chi2_statistic,degrees_of_freedom,p_value,cramers_v,effect_size_label,cells_total,cells_below_5,pct_cells_below_5,assumption_met,test_used,decision
0,"Table 4.Y: Travel Behaviour During Strike/Hartal by Primary Mode (n, row %)",Primary Mode x Hartal Behaviour (Row),Primary Mode x Hartal Behaviour (Col),319,585.1679,12,0.0,0.7776,large,20,2,10.0,True,Pearson Chi-square (assumptions satisfied),Reject H₀ (p = 0.0000 < α = 0.05). There is sufficient evidence to conclude a statistically significant association between the two variables.
